StaTerr,type,cases_median,cases_75thPct,cases_25thPct,cases_mean,cases_sd,tenure_median_yrs,tenure_75thPct,tenure_25thPct,tenure_mean,tenure_sd,caseload_median,caseload_75thPct,caseload_25thPct,caseload_mean,caseload_sd
AZ,Supervisor,117,553,23,528.2670807453416,982.4926199371142,3.3068493150684932,6.416438356164384,1.6958904109589041,4.415168893048583,3.53159617879524,38.340336134453786,141.11160714285714,11.96191319751993,105.54227689341914,141.39169959350875
CA,Supervisor,122,660.5,23,711.5108323831242,1632.587803430257,8.04109589041096,10.336986301369864,4.247945205479452,7.193537537162285,3.4348403405883943,23.18357862122386,97.01264292283005,4.5934413643792915,85.72641068056922,160.9231019060175
CO,Supervisor,58,249,18,378.14597156398105,907.5636743911491,2.1424657534246574,5.447945205479453,0.8643835616438356,3.6467389469583846,3.6353780701953355,37.65795787789923,87.97362978283351,14.861484934380472,83.72660050463544,121.52645267802706
CT,Supervisor,225.5,588.75,42,454.8497023809524,620.1458770503626,8.708219178082192,12.008219178082191,1.9938356164383562,7.306462002609263,4.817264944269856,37.66177378077532,69.8148893235036,17.72519425774996,54.06705453439191,56.19958489887627
DC,Supervisor,207.5,617.5,45.25,461.95,633.4515101067846,1.9945205479452055,3.765068493150685,0.6856164383561644,2.9954520547945207,3.1689075239759985,119.20822585267985,228.60021107996815,63.2972444760305,152.29523505412476,120.57771123177629
DE,Supervisor,41,133.5,20,171.989898989899,293.46141473410904,2.0931506849315067,6.095890410958904,1.0356164383561643,3.741635533416355,3.368119912898616,30.589488636363637,56.17158752277197,16.232490402527763,39.97416317669159,37.61929363723616
FL,Supervisor,660,1363,292,1043.6748091603054,1128.9512731694685,1.6027397260273972,2.515068493150685,1.0794520547945206,2.1083328104848547,1.6450835941435387,465.68965517241384,593.160340821069,281.9152276295133,436.3760674058241,217.6057690283471
GA,Supervisor,118,387.5,34.25,279.9626998223801,384.48988015394303,1.9821917808219178,3.9150684931506854,1.0136986301369864,2.5400423367965157,1.9600789400863505,74.2588908334434,165.52146355682981,26.142626754187415,114.28158290463718,117.31994228966215
IA,Supervisor,817,1939.75,283,1479.2522935779816,1733.4185598973381,2.0164383561643837,4.645205479452055,1.0787671232876712,3.251778308407691,2.6717417884614716,357.9385383893581,581.4149219029281,178.9014745248901,414.4749299576269,280.97738934322285
ID,Supervisor,208.5,681.5,58.5,599.4333333333333,1016.952266152699,3.286301369863014,6.705479452054794,1.4554794520547945,4.536438356164384,3.7349805903750437,80.96046555667235,184.9116849112706,24.45618642027328,130.26456506360665,140.8591621055882
IL,Supervisor,614,1217,257,1242.0624092888245,1643.1116309780148,1.2410958904109588,3.326027397260274,0.863013698630137,3.006608744060282,3.5702434699151953,409.4272076372315,554.5192307692307,251.5946502057613,412.30411676598675,212.7914183016394
IN,Supervisor,369,812,127,638.673765730881,884.6797799439723,2.9917808219178084,4.295890410958904,1.5287671232876712,3.3313583259292656,2.2558093590297927,143.3867968386797,266.4600550964187,60.988224061107566,200.81448512284157,250.8993773399176
KS,Supervisor,205,481,62.5,480.21454545454543,761.1999179690738,1.1534246575342466,3.0835616438356164,0.6465753424657534,1.9779526774595269,1.7721626393397971,175.89034205231388,321.2542789816422,76.56441944247578,211.7598830693869,184.781453791302
KY,Supervisor,214,611.5,67.5,542.0575479566305,990.4759344976653,2.4027397260273973,3.858904109589041,1.0767123287671232,2.890314988517829,2.2468553029124028,113.59267734553775,213.64193690690007,46.362007153634394,172.4627986909574,300.50158320932024
MA,Supervisor,71,498.5,16,539.7946884576098,1005.5593229012374,5.506849315068493,8.48904109589041,2.7904109589041095,5.738475100395987,3.4775880261943946,20.857142857142858,98.77376294638205,5.318440478177872,79.91169189484505,125.58505775622403
MD,Supervisor,207,618,48,481.46927374301674,843.4318463108323,2.4767123287671233,3.813698630136986,1.3095890410958904,2.632295094512895,1.5062656059776236,95.47683923705722,208.99643402954663,35.486111111111114,147.98100503687047,176.7663955160056
ME,Supervisor,86.5,736.5,25.25,556.9873417721519,876.3062023906385,4.88082191780822,9.081506849315069,2.3568493150684935,5.8294433847754465,4.1173649488017405,29.992764156883077,172.3014404982864,7.278956397498654,92.770808446288,111.42594487266453
