StaTerr,year,chpov,caseworkers,supervisors,caseworker_capacity,supervisor_capacity,screened_in_reports
RI,2012,44355,50,14,1.1272686281140798,0.31563521587194227,6763
RI,2013,46149,55,14,1.1917918048061713,0.3033651866779345,7137
RI,2014,44563,58,14,1.3015281735969302,0.31416197293719006,7338
RI,2015,43057,55,14,1.2773765009173885,0.3251503820516989,4340
SC,2004,217509,379,134,1.742456633978364,0.6160664616176801,17177
SC,2005,228168,382,138,1.6742049717751832,0.6048175028926055,17087
SC,2006,226703,392,137,1.7291345946017476,0.6043148965827537,17013
SC,2007,220854,420,168,1.9017088212122035,0.7606835284848814,18780
SC,2008,228277,394,162,1.7259732693175396,0.7096641361153335,17552
SC,2009,258848,280,102,1.081715910495735,0.39405365310916063,18128
SC,2010,276637,398,148,1.4387084880185947,0.5349971261978693,18540
SC,2011,292835,398,148,1.3591271535164855,0.5054040671367835,17454
SC,2012,285674,509,202,1.781751226922996,0.7070997010578491,21174
SC,2013,290346,548,210,1.8874033050222838,0.7232749891508752,23549
SC,2014,281738,548,216,1.9450695326863965,0.7666697428106966,25072
SC,2015,260646,642,228,2.463110886029327,0.8747496604590134,17427
SD,2004,33239,165,30,4.964048256566082,0.9025542284665604,4517
SD,2005,33422,149,35,4.458141344024894,1.047214409670277,4091
SD,2006,33697,138,36,4.095320058165416,1.0683443629996736,3602
SD,2007,33999,119,36,3.5001029442042415,1.058854672196241,3562
SD,2008,34192,119,33,3.4803462798315397,0.9651380439868975,3759
SD,2009,36884,117,33,3.1721071467302893,0.8946968875393124,3814
SD,2010,38736,104,30,2.6848409748038002,0.7744733581164809,4002
SD,2011,38176,99,30,2.59325230511316,0.7858340318524727,3912
SD,2012,36950,104,30,2.814614343707713,0.8119079837618403,2954
SD,2013,37646,93,27,2.4703819794931734,0.7172076714657599,2787
SD,2014,37836,98,28,2.5901258061105823,0.7400359446030236,2642
SD,2015,36584,92,31,2.514760551060573,0.8473649682921496,1418
TN,2005,296203,585,77,1.9749968771416901,0.2599568539143763,60637
TN,2006,319893,537,64,1.678686310735152,0.2000668973688077,64969
TN,2007,324562,776,113,2.390914524805738,0.34816152229774283,62826
TN,2008,316163,917,133,2.900402640410168,0.4206690852503297,56392
TN,2009,352943,824,138,2.3346546042845446,0.3909979798437708,60627
TN,2010,380591,1090,601,2.8639668305346158,1.579122995551655,60652
TN,2011,389808,968,306,2.4832738168534254,0.7850018470631696,61247
TN,2012,383402,924,272,2.410003077709558,0.7094381354296534,58390
TN,2013,388141,977,263,2.5171265081503886,0.6775888143741579,67210
TN,2014,380159,981,248,2.580499212171749,0.6523586183675778,71701
TN,2015,355680,927,256,2.6062753036437245,0.7197480881691408,46276
TX,2004,1431931,2529,542,1.7661465531509548,0.3785098583660805,153537
TX,2005,1537475,2386,650,1.5518951527667115,0.42277110196913775,165626
TX,2006,1520101,2584,676,1.6998870469791152,0.44470729247596047,163911
TX,2007,1508771,2767,712,1.8339429906857965,0.4719072675707579,167348
TX,2008,1492668,2936,668,1.966947774052904,0.44752081507743185,167967
TX,2009,1655085,2734,565,1.6518789065214172,0.3413721953857355,178327
TX,2010,1746564,2830,610,1.6203242480664894,0.3492571700779359,181550
TX,2011,1825007,2726,540,1.4936929009039417,0.295889276041133,170476
TX,2012,1777177,2882,596,1.6216730241275912,0.3353633318459557,164559
TX,2013,1739298,2891,659,1.6621648504166622,0.3788884940935941,163065
TX,2014,1721843,3258,684,1.8921585765949624,0.39724876193706393,178639
TX,2015,1634149,3145,626,1.9245491078230934,0.3830740036557254,113501
UT,2004,92251,252,84,2.7316777053907275,0.9105592351302424,21519
UT,2005,85446,255,94,2.9843409872902185,1.1001100110011,20603
UT,2006,95887,255,90,2.6593803122425355,0.9386048160856008,20083
UT,2007,91064,237,80,2.6025652288500396,0.8785030308354563,20354
UT,2008,91706,253,94,2.758816217041415,1.0250147209560987,20415
UT,2009,110852,228,81,2.0567964493198136,0.7307040017320391,20079
UT,2010,137407,217,75,1.5792499654311642,0.5458237207711398,19973
UT,2011,140772,231,82,1.6409513255476942,0.5825022021424715,18613
UT,2012,135453,245,95,1.8087454689080344,0.7013502838622991,18905
UT,2013,129261,255,92,1.9727528024694225,0.711738265988968,19757
UT,2014,120155,251,85,2.088968415796263,0.7074195830385751,20670
UT,2015,115511,239,91,2.0690670152626156,0.787803758949364,13885
VA,2004,221675,736,284,3.3201759332355927,1.2811548438028644,29257
VA,2005,237858,746,273,3.1363250342641407,1.1477436117347324,28432
VA,2006,219261,781,281,3.561964964129508,1.2815776631503095,28432
VA,2007,232569,787,269,3.3839419699100053,1.1566459846325177,27269
VA,2008,244210,777,264,3.181687891568732,1.0810368125793375,29473
VA,2009,255156,761,247,2.982489143896283,0.9680352411857843,32191
VA,2010,266606,777,266,2.914413028964089,0.9977269828886071,31957
VA,2011,284561,806,276,2.832433116273839,0.9699150621483619,32912
VA,2012,283035,856,269,3.024360944759482,0.9504124931545569,33700
VA,2013,289032,843,288,2.9166320684214897,0.9964294610977332,32397
VA,2014,292525,838,317,2.8647124177420733,1.0836680625587556,32510
VA,2015,275747,844,307,3.060776726492038,1.1133394016979332,19285
WA,2004,234605,780,374,3.3247373244389506,1.594168922230984,32590
WA,2005,224621,623,387,2.7735607979663524,1.722902132926129,32197
WA,2006,232217,579,387,2.4933575061257356,1.6665446543534712,35472
WA,2007,225339,528,404,2.3431363412458563,1.7928543217108446,35665
WA,2008,217241,493,395,2.2693690417554695,1.8182571429886623,33830
WA,2009,249767,1192,326,4.7724479214628035,1.3052164617423438,33226
WA,2010,283993,1085,303,3.8205167028764793,1.0669277059645836,34943
WA,2011,286709,1037,281,3.6169077357180974,0.9800878242399087,36599
WA,2012,288376,1044,297,3.6202735317779564,1.02990540128166,36922
WA,2013,291841,1078,343,3.6937921676529344,1.17529750788957,37638
WA,2014,275662,903,303,3.275750738222896,1.099172174619643,36156
WA,2015,248383,1137,336,4.577607968339218,1.3527495843113255,23915
WI,2005,177768,652,175,3.6677017235947975,0.9844291436028982,28879
WI,2006,189676,650,184,3.426896391741707,0.9700752862776525,28527
WI,2007,188528,661,174,3.506110498175337,0.922939828566579,27116
WI,2008,176391,641,173,3.6339722548202573,0.9807756631574174,26571
WI,2009,215052,636,187,2.9574242508788573,0.869557130368469,25744
WI,2010,248924,615,179,2.47063360704472,0.7190949848146423,26527
WI,2011,238420,651,177,2.7304756312389897,0.7423873836087577,25547
WI,2012,236475,647,202,2.7360186066180354,0.8542129189132044,26306
WI,2013,236308,621,205,2.6279262657210083,0.8675118912605583,26299
WI,2014,233850,651,215,2.7838357921744707,0.9193927731451785,27375
WI,2015,209382,632,211,3.0184065487959804,1.0077275028416959,15826
WV,2004,86224,314,93,3.6416774911857486,1.0785860085359065,20891
WV,2005,94901,468,106,4.931454884563914,1.1169534567602029,22723
WV,2006,95025,473,105,4.977637463825309,1.1049723756906078,22679
WV,2007,88498,462,96,5.220456959479311,1.0847702772944021,22336
WV,2008,90634,455,100,5.020191098263345,1.1033387029150208,22264
WV,2009,91059,456,92,5.007742233057687,1.0103339593011125,20576
WV,2010,96683,429,95,4.43718130384866,0.9825925964233629,17282
WV,2011,98270,442,102,4.497812150198433,1.0379566500457922,17867
WV,2012,93742,442,101,4.715069019222973,1.0774252736233492,18289
WV,2013,97201,449,108,4.619294040184772,1.1110996800444441,18513
WY,2004,15492,147,44,9.488768396591789,2.8401755744900594,1901
WY,2005,15169,160,48,10.547827806711055,3.1643483420133167,2139
WY,2006,16144,154,44,9.539147670961349,2.725470763131814,2411
WY,2007,15764,152,43,9.6422227860949,2.727734077645268,2470
WY,2008,15079,157,40,10.411831023277406,2.652695802108893,2527
WY,2009,17176,138,37,8.034466697717745,2.154168607359106,2756
WY,2010,19861,127,35,6.394441367504154,1.7622476209657119,3191
WY,2011,20502,140,35,6.82860208760121,1.7071505219003025,3143
WY,2012,20306,136,37,6.697527824288388,1.8221215404313995,3319
WY,2013,18331,137,44,7.473678468168676,2.400305493426436,3256
WY,2014,18580,161,43,8.665231431646932,2.3143164693218514,3203
WY,2015,17725,150,37,8.462623413258111,2.087447108603667,2131
